Region,Country,Item Type,Sales Channel,Order ID,Units Sold,Unit Price,Unit Cost,Total Profit
Sub-Saharan Africa,Gabon,Fruits,Offline,985086381,7806,9.33,6.92,18812.46
Sub-Saharan Africa,Liberia,Vegetables,Online,919505298,906,154.06,90.93,57195.78
Middle East and North Africa,Bahrain,Snacks,Online,240845906,511,152.58,97.44,28176.54
Sub-Saharan Africa,Zambia,Office Supplies,Offline,267907035,8500,651.21,524.96,1073125
Australia and Oceania,Papua New Guinea,Meat,Online,139800012,8785,421.89,364.69,502502
Sub-Saharan Africa,Botswana,Meat,Online,865948665,2308,421.89,364.69,132017.6
Middle East and North Africa,Qatar,Meat,Offline,376089322,2043,421.89,364.69,116859.6
Middle East and North Africa,Tunisia ,Snacks,Online,270270812,7994,152.58,97.44,440789.16
Middle East and North Africa,Saudi Arabia,Personal Care,Offline,868854463,2198,81.73,56.67,55081.88
Asia,Malaysia,Beverages,Online,762514102,3722,47.45,31.79,58286.52
North America,Mexico,Personal Care,Offline,862236058,3665,81.73,56.67,91844.9
Sub-Saharan Africa,Mauritania,Household,Online,349319159,157,668.27,502.54,26019.61
Australia and Oceania,Federated States of Micronesia,Snacks,Online,725374734,3358,152.58,97.44,185160.12
Europe,Latvia,Beverages,Online,862326610,461,47.45,31.79,7219.26
Europe,Sweden,Meat,Online,152411115,691,421.89,364.69,39525.2
Asia,Bangladesh,Cosmetics,Online,758177077,300,437.2,263.33,52161
Europe,Ukraine,Office Supplies,Offline,862485826,7577,651.21,524.96,956596.25
Asia,South Korea,Household,Offline,518511188,7838,668.27,502.54,1298991.74
Europe,Vatican City,Fruits,Offline,299739491,8431,9.33,6.92,20318.71
Middle East and North Africa,Qatar,Meat,Online,849969565,3737,421.89,364.69,213756.4
Europe,France,Meat,Offline,633312737,167,421.89,364.69,9552.4
Europe,Norway,Office Supplies,Offline,884192836,1164,651.21,524.96,146955
Asia,Cambodia,Cosmetics,Offline,657346189,2200,437.2,263.33,382514
Sub-Saharan Africa,Togo,Beverages,Offline,877821624,5780,47.45,31.79,90514.8
Sub-Saharan Africa,Rwanda,Fruits,Online,290980470,6442,9.33,6.92,15525.22
Australia and Oceania,Vanuatu,Fruits,Online,412496554,5752,9.33,6.92,13862.32
Europe,Iceland,Meat,Online,578356206,7309,421.89,364.69,418074.8
Europe,Luxembourg,Personal Care,Online,194858253,1742,81.73,56.67,43654.52
Europe,Macedonia,Cereal,Offline,988614022,1713,205.7,117.11,151754.67
Asia,Myanmar,Personal Care,Online,256547343,6915,81.73,56.67,173289.9
Asia,Brunei,Vegetables,Offline,315894544,9070,154.06,90.93,572589.1
Middle East and North Africa,Israel,Snacks,Online,854204452,6934,152.58,97.44,382340.76
Europe,Russia,Cereal,Online,279338395,1293,205.7,117.11,114546.87
Asia,Uzbekistan,Meat,Online,669470202,9965,421.89,364.69,569998
Europe,Estonia,Baby Food,Offline,123086202,2797,255.28,159.42,268120.42
Central America and the Caribbean,Honduras,Clothes,Online,408985221,6670,109.28,35.84,489844.8
Europe,Luxembourg,Meat,Online,216278588,495,421.89,364.69,28314
North America,United States of America,Fruits,Online,104390132,215,9.33,6.92,518.15
Sub-Saharan Africa,Ethiopia,Household,Online,253056180,3802,668.27,502.54,630105.46
Asia,Taiwan,Personal Care,Online,912325561,6262,81.73,56.67,156925.72
Central America and the Caribbean,Saint Lucia,Meat,Online,152559602,4631,421.89,364.69,264893.2
Sub-Saharan Africa,Djibouti,Cereal,Online,614432132,2977,205.7,117.11,263732.43
Central America and the Caribbean,Trinidad and Tobago,Household,Offline,958929479,7397,668.27,502.54,1225904.81
Asia,Mongolia,Household,Offline,817350471,1022,668.27,502.54,169376.06
Central America and the Caribbean,Cuba,Office Supplies,Online,341306436,9014,651.21,524.96,1138017.5
Asia,Nepal,Cosmetics,Offline,652721202,3563,437.2,263.33,619498.81
Europe,Romania,Baby Food,Offline,693831098,8895,255.28,159.42,852674.7
Australia and Oceania,Fiji,Cereal,Offline,377184951,6264,205.7,117.11,554927.76
Central America and the Caribbean,Honduras,Vegetables,Online,135644090,8955,154.06,90.93,565329.15
Asia,Indonesia,Clothes,Offline,472382342,7287,109.28,35.84,535157.28
Central America and the Caribbean,Dominica,Cereal,Online,610886037,3608,205.7,117.11,319632.72
Asia,Laos,Cosmetics,Offline,744954001,7298,437.2,263.33,1268903.26
Middle East and North Africa,Egypt,Personal Care,Offline,688697564,9768,81.73,56.67,244786.08
Australia and Oceania,Palau,Cereal,Online,326540553,9461,205.7,117.11,838149.99
Europe,Macedonia,Cereal,Online,963219296,6850,205.7,117.11,606841.5
Sub-Saharan Africa,Tanzania,Cereal,Offline,373782622,9439,205.7,117.11,836201.01
Central America and the Caribbean,Saint Kitts and Nevis ,Vegetables,Online,453591859,6766,154.06,90.93,427137.58
Europe,Austria,Vegetables,Offline,468320834,5397,154.06,90.93,340712.61
Europe,Iceland,Cereal,Online,203955876,3931,205.7,117.11,348247.29
Sub-Saharan Africa,Mauritius ,Baby Food,Offline,416795814,7998,255.28,159.42,766688.28
Europe,Moldova ,Snacks,Offline,583451974,5260,152.58,97.44,290036.4
Europe,Luxembourg,Clothes,Online,250848186,407,109.28,35.84,29890.08
Sub-Saharan Africa,Senegal,Meat,Online,386220777,165,421.89,364.69,9438
Middle East and North Africa,Syria,Cosmetics,Online,227118575,8288,437.2,263.33,1441034.56
Australia and Oceania,Nauru,Fruits,Offline,431402909,562,9.33,6.92,1354.42
Sub-Saharan Africa,Ethiopia,Meat,Offline,827247607,9805,421.89,364.69,560846
Europe,Albania,Meat,Online,863138997,865,421.89,364.69,49478
Central America and the Caribbean,Dominica,Snacks,Offline,957875907,5622,152.58,97.44,309997.08
Central America and the Caribbean,Honduras,Clothes,Offline,250569665,7987,109.28,35.84,586565.28
Sub-Saharan Africa,Cape Verde,Snacks,Online,650644099,8903,152.58,97.44,490911.42
Asia,Indonesia,Fruits,Offline,987835538,1342,9.33,6.92,3234.22
Middle East and North Africa,Somalia,Cosmetics,Online,162192809,5311,437.2,263.33,923423.57
Sub-Saharan Africa,Mozambique,Clothes,Offline,294077241,2845,109.28,35.84,208936.8
Sub-Saharan Africa,Angola,Baby Food,Offline,874162662,3012,255.28,159.42,288730.32
North America,Greenland,Beverages,Offline,113435399,6910,47.45,31.79,108210.6
Central America and the Caribbean,Honduras,Meat,Offline,793194282,2669,421.89,364.69,152666.8
Australia and Oceania,Samoa ,Fruits,Offline,815050637,451,9.33,6.92,1086.91
Asia,North Korea,Fruits,Online,850928294,7447,9.33,6.92,17947.27
Middle East and North Africa,Jordan,Snacks,Online,293063580,2881,152.58,97.44,158858.34
Asia,Thailand,Beverages,Online,404005324,3008,47.45,31.79,47105.28
Europe,Serbia,Household,Online,266614854,6115,668.27,502.54,1013438.95
Europe,Andorra,Household,Offline,834065997,7518,668.27,502.54,1245958.14
Europe,Lithuania,Fruits,Offline,879845082,4567,9.33,6.92,11006.47
Middle East and North Africa,Egypt,Household,Offline,147750937,1641,668.27,502.54,271962.93
Sub-Saharan Africa,The Gambia,Baby Food,Online,701894891,5151,255.28,159.42,493774.86
Sub-Saharan Africa,Equatorial Guinea,Personal Care,Online,176700770,8539,81.73,56.67,213987.34
Central America and the Caribbean,Dominica,Fruits,Offline,326904904,7281,9.33,6.92,17547.21
Middle East and North Africa,Algeria,Baby Food,Online,277556121,3879,255.28,159.42,371840.94
Middle East and North Africa,Kuwait,Household,Online,574015748,2871,668.27,502.54,475810.83
Sub-Saharan Africa,Rwanda,Cosmetics,Offline,931957614,5823,437.2,263.33,1012445.01
Asia,Uzbekistan,Cereal,Online,687368047,6335,205.7,117.11,561217.65
Europe,Slovakia,Cosmetics,Offline,146545875,5036,437.2,263.33,875609.32
Middle East and North Africa,Morocco,Snacks,Offline,136102426,4587,152.58,97.44,252927.18
Asia,Bhutan,Household,Online,652961528,4681,668.27,502.54,775782.13
Europe,Romania,Baby Food,Offline,414359509,7042,255.28,159.42,675046.12
Central America and the Caribbean,Costa Rica,Vegetables,Online,907845199,423,154.06,90.93,26703.99
Middle East and North Africa,Libya,Household,Offline,541279923,5613,668.27,502.54,930242.49
Central America and the Caribbean,Jamaica,Vegetables,Offline,492837512,427,154.06,90.93,26956.51
Australia and Oceania,Solomon Islands,Fruits,Offline,661004292,4714,9.33,6.92,11360.74
Sub-Saharan Africa,Mozambique,Household,Online,114579093,5355,668.27,502.54,887484.15
Central America and the Caribbean,Dominica,Vegetables,Offline,242673242,1260,154.06,90.93,79543.8
Asia,Philippines,Fruits,Online,704710566,8372,9.33,6.92,20176.52
Asia,Mongolia,Cereal,Online,780427396,4664,205.7,117.11,413183.76
Central America and the Caribbean,Panama,Meat,Offline,719872558,5142,421.89,364.69,294122.4
Sub-Saharan Africa,Ghana,Fruits,Online,393407380,6841,9.33,6.92,16486.81
Sub-Saharan Africa,Sao Tome and Principe,Clothes,Online,641705691,3829,109.28,35.84,281201.76
Middle East and North Africa,Iraq,Personal Care,Offline,125753819,2205,81.73,56.67,55257.3
Europe,Malta,Baby Food,Offline,276850593,5097,255.28,159.42,488598.42
Asia,Uzbekistan,Office Supplies,Online,346607339,7669,651.21,524.96,968211.25
Europe,Andorra,Cereal,Online,556947886,2111,205.7,117.11,187013.49
Sub-Saharan Africa,Burundi,Baby Food,Offline,750108563,2648,255.28,159.42,253837.28
Central America and the Caribbean,Dominica,Office Supplies,Offline,838638198,534,651.21,524.96,67417.5
Asia,Taiwan,Cosmetics,Online,355398118,9056,437.2,263.33,1574566.72
Sub-Saharan Africa,Lesotho,Vegetables,Offline,703562152,8530,154.06,90.93,538498.9
Australia and Oceania,Tuvalu,Household,Offline,206616628,1306,668.27,502.54,216443.38
North America,Greenland,Beverages,Online,858360373,6764,47.45,31.79,105924.24
Asia,Sri Lanka,Clothes,Online,672904717,6314,109.28,35.84,463700.16
Sub-Saharan Africa,Kenya,Beverages,Offline,434673488,8399,47.45,31.79,131528.34
Europe,United Kingdom,Household,Online,548403012,3493,668.27,502.54,578894.89
Sub-Saharan Africa,Burundi,Clothes,Offline,589142119,9100,109.28,35.84,668304
Europe,United Kingdom,Vegetables,Online,652252137,4757,154.06,90.93,300309.41
Sub-Saharan Africa,Botswana,Snacks,Online,903406894,7030,152.58,97.44,387634.2
Sub-Saharan Africa,Benin,Vegetables,Offline,228592717,4520,154.06,90.93,285347.6
Europe,Malta,Cosmetics,Online,284108436,2854,437.2,263.33,496224.98
Sub-Saharan Africa,Gabon,Cereal,Offline,546565377,9696,205.7,117.11,858968.64
Sub-Saharan Africa,Seychelles ,Office Supplies,Online,562887370,9736,651.21,524.96,1229170
Sub-Saharan Africa,Nigeria,Snacks,Online,400310742,9699,152.58,97.44,534802.86
Middle East and North Africa,Egypt,Fruits,Online,196384322,3340,9.33,6.92,8049.4
Middle East and North Africa,Pakistan,Vegetables,Offline,608969438,6444,154.06,90.93,406809.72
Sub-Saharan Africa,Ghana,Beverages,Offline,566239917,1829,47.45,31.79,28642.14
Europe,Norway,Vegetables,Offline,416682088,4344,154.06,90.93,274236.72
Europe,Cyprus,Vegetables,Offline,579094779,5869,154.06,90.93,370509.97
Europe,Czech Republic,Fruits,Online,192589318,314,9.33,6.92,756.74
Sub-Saharan Africa,Guinea-Bissau,Office Supplies,Online,266589534,8622,651.21,524.96,1088527.5
Sub-Saharan Africa,Togo,Cosmetics,Offline,530831754,3767,437.2,263.33,654968.29
Europe,Belarus,Household,Offline,785364806,5754,668.27,502.54,953610.42
Europe,Russia,Baby Food,Offline,450550019,6618,255.28,159.42,634401.48
Europe,Bulgaria,Vegetables,Offline,817061221,5427,154.06,90.93,342606.51
Central America and the Caribbean,Dominican Republic,Office Supplies,Online,995884740,3280,651.21,524.96,414100
Europe,Slovakia,Office Supplies,Online,168319404,8307,651.21,524.96,1048758.75
Asia,Laos,Beverages,Offline,735976541,668,47.45,31.79,10460.88
Sub-Saharan Africa,Guinea,Clothes,Offline,670779979,7557,109.28,35.84,554986.08
Australia and Oceania,Kiribati,Office Supplies,Online,264966046,8196,651.21,524.96,1034745
Europe,Croatia,Clothes,Online,781083571,8841,109.28,35.84,649283.04
Europe,Ukraine,Cereal,Offline,401993882,7778,205.7,117.11,689053.02
Central America and the Caribbean,The Bahamas,Snacks,Offline,980870807,324,152.58,97.44,17865.36
Europe,France,Office Supplies,Online,391200673,3827,651.21,524.96,483158.75
Middle East and North Africa,Iran,Baby Food,Offline,176782310,2669,255.28,159.42,255850.34
Middle East and North Africa,Qatar,Snacks,Offline,601727044,3259,152.58,97.44,179701.26
Asia,Myanmar,Baby Food,Online,200458705,9040,255.28,159.42,866574.4
Middle East and North Africa,Oman,Office Supplies,Offline,727713620,5486,651.21,524.96,692607.5
Europe,San Marino,Vegetables,Offline,408540618,5102,154.06,90.93,322089.26
Central America and the Caribbean,Haiti,Fruits,Online,688301026,2424,9.33,6.92,5841.84
Sub-Saharan Africa,Ghana,Fruits,Online,382668673,9019,9.33,6.92,21735.79
Australia and Oceania,New Zealand,Beverages,Offline,627629888,8486,47.45,31.79,132890.76
Central America and the Caribbean,Jamaica,Beverages,Online,829483497,1454,47.45,31.79,22769.64
Asia,Laos,Clothes,Offline,914840829,586,109.28,35.84,43035.84
Australia and Oceania,Tonga,Baby Food,Online,880625712,5573,255.28,159.42,534227.78
Australia and Oceania,Solomon Islands,Beverages,Offline,344074475,8138,47.45,31.79,127441.08
Asia,India,Baby Food,Online,792735946,7038,255.28,159.42,674662.68
Asia,Bangladesh,Vegetables,Online,634471452,3057,154.06,90.93,192988.41
Middle East and North Africa,Egypt,Fruits,Offline,147454822,4013,9.33,6.92,9671.33
Sub-Saharan Africa,Burundi,Clothes,Online,130172383,9756,109.28,35.84,716480.64
Asia,Myanmar,Snacks,Offline,551422965,7164,152.58,97.44,395022.96
Sub-Saharan Africa,Mozambique,Office Supplies,Offline,100317895,5149,651.21,524.96,650061.25
Sub-Saharan Africa,Republic of the Congo,Office Supplies,Offline,236281001,9654,651.21,524.96,1218817.5
Europe,San Marino,Personal Care,Online,239048612,8651,81.73,56.67,216794.06
Middle East and North Africa,Pakistan,Household,Online,358669555,7147,668.27,502.54,1184472.31
Australia and Oceania,Marshall Islands,Cereal,Online,465505158,2176,205.7,117.11,192771.84
Asia,Indonesia,Household,Online,500229251,7806,668.27,502.54,1293688.38
Sub-Saharan Africa,Guinea,Household,Offline,923828160,137,668.27,502.54,22705.01
Sub-Saharan Africa,Mozambique,Personal Care,Online,467600715,2297,81.73,56.67,57562.82
Sub-Saharan Africa,The Gambia,Household,Offline,183158242,9449,668.27,502.54,1565982.77
Europe,Vatican City,Cosmetics,Offline,292424571,3784,437.2,263.33,657924.08
Australia and Oceania,Palau,Cosmetics,Online,637636029,9526,437.2,263.33,1656285.62
Europe,Bosnia and Herzegovina,Beverages,Online,231341445,7929,47.45,31.79,124168.14
Sub-Saharan Africa,Burkina Faso,Fruits,Online,406402146,2281,9.33,6.92,5497.21
Central America and the Caribbean,El Salvador,Cosmetics,Offline,765991961,2898,437.2,263.33,503875.26
Europe,Portugal,Office Supplies,Online,533597218,2130,651.21,524.96,268912.5
Asia,Malaysia,Beverages,Offline,803016746,9355,47.45,31.79,146499.3
Asia,Taiwan,Cereal,Offline,488361871,5985,205.7,117.11,530211.15
Sub-Saharan Africa,Angola,Snacks,Offline,374056422,463,152.58,97.44,25529.82
Sub-Saharan Africa,Burundi,Meat,Offline,864836728,3261,421.89,364.69,186529.2
North America,Canada,Household,Offline,635751616,1886,668.27,502.54,312566.78
Europe,Romania,Meat,Offline,682162415,5873,421.89,364.69,335935.6
Asia,Taiwan,Meat,Online,269742953,1789,421.89,364.69,102330.8
Asia,Cambodia,Clothes,Online,984479558,8233,109.28,35.84,604631.52
Asia,Myanmar,Meat,Online,882671058,836,421.89,364.69,47819.2
Asia,Vietnam,Household,Online,340928781,7257,668.27,502.54,1202702.61
Europe,Iceland,Vegetables,Offline,706176555,2190,154.06,90.93,138254.7
Sub-Saharan Africa,Sudan,Vegetables,Offline,245650708,2358,154.06,90.93,148860.54
Middle East and North Africa,Algeria,Personal Care,Online,896900069,1516,81.73,56.67,37990.96
North America,United States of America,Household,Online,617785966,5451,668.27,502.54,903394.23
Sub-Saharan Africa,Nigeria,Meat,Offline,136482226,6979,421.89,364.69,399198.8
Sub-Saharan Africa,Burundi,Office Supplies,Online,701475179,949,651.21,524.96,119811.25
Asia,Tajikistan,Cereal,Offline,931563651,9241,205.7,117.11,818660.19
Asia,Nepal,Beverages,Online,865858972,5766,47.45,31.79,90295.56
Australia and Oceania,Australia,Fruits,Offline,613784968,1467,9.33,6.92,3535.47
Sub-Saharan Africa,Mozambique,Fruits,Online,805077970,9317,9.33,6.92,22453.97
Europe,Luxembourg,Office Supplies,Offline,339786803,9321,651.21,524.96,1176776.25
Middle East and North Africa,Iraq,Meat,Online,438272798,3515,421.89,364.69,201058
Asia,Cambodia,Snacks,Online,591209781,967,152.58,97.44,53320.38
Sub-Saharan Africa,Comoros,Cosmetics,Online,809584081,2775,437.2,263.33,482489.25
Europe,Malta,Personal Care,Offline,274694526,7069,81.73,56.67,177149.14
Middle East and North Africa,Oman,Household,Online,488152444,4011,668.27,502.54,664743.03
North America,United States of America,Office Supplies,Offline,321881663,792,651.21,524.96,99990
Sub-Saharan Africa,Ethiopia,Fruits,Offline,968118512,6636,9.33,6.92,15992.76
Central America and the Caribbean,Barbados,Snacks,Offline,989411818,7799,152.58,97.44,430036.86
Central America and the Caribbean,Guatemala,Household,Offline,368622910,2566,668.27,502.54,425263.18
Sub-Saharan Africa,Uganda,Fruits,Offline,958925616,6254,9.33,6.92,15072.14
Europe,France,Clothes,Online,633806264,6213,109.28,35.84,456282.72
Middle East and North Africa,Somalia,Personal Care,Offline,937063682,6822,81.73,56.67,170959.32
Sub-Saharan Africa,Ghana,Clothes,Online,332809197,4492,109.28,35.84,329892.48
Europe,Spain,Personal Care,Online,955466639,2666,81.73,56.67,66809.96
Sub-Saharan Africa,Zambia,Beverages,Offline,959772336,6817,47.45,31.79,106754.22
Sub-Saharan Africa,Senegal,Snacks,Online,370775115,9451,152.58,97.44,521128.14
Asia,Myanmar,Cereal,Online,633836305,5103,205.7,117.11,452074.77
Sub-Saharan Africa,Equatorial Guinea,Personal Care,Online,564629733,5340,81.73,56.67,133820.4
Sub-Saharan Africa,Rwanda,Beverages,Offline,399141728,3762,47.45,31.79,58912.92
Sub-Saharan Africa,Mozambique,Snacks,Online,443671119,998,152.58,97.44,55029.72
Australia and Oceania,Tonga,Snacks,Offline,624829232,9710,152.58,97.44,535409.4
Asia,India,Office Supplies,Offline,939539897,9589,651.21,524.96,1210611.25
Central America and the Caribbean,The Bahamas,Baby Food,Offline,105039441,2360,255.28,159.42,226229.6
North America,Mexico,Beverages,Offline,508876693,6777,47.45,31.79,106127.82
Sub-Saharan Africa,Seychelles ,Fruits,Offline,558912980,3626,9.33,6.92,8738.66
Sub-Saharan Africa,Kenya,Meat,Online,533322131,725,421.89,364.69,41470
